Date,Open,High,Low,Close,Volume,Adj. Close*
8-Jun-05,10484.84,10575.81,10439.77,10476.86,1715490048,10476.86
7-Jun-05,10466.00,10603.15,10454.18,10483.07,1851369984,10483.07
6-Jun-05,10461.64,10519.79,10410.28,10467.03,1547120000,10467.03
3-Jun-05,10552.82,10572.18,10427.35,10460.97,1627520000,10460.97
2-Jun-05,10548.83,10590.07,10478.26,10553.49,1813789952,10553.49
1-Jun-05,10462.86,10616.15,10433.48,10549.87,1810099968,10549.87
31-May-05,10541.89,10574.92,10437.77,10467.48,1840679936,10467.48
27-May-05,10537.08,10579.94,10489.35,10542.55,1381430016,10542.55
26-May-05,10458.68,10581.87,10450.55,10537.60,1654109952,10537.60
25-May-05,10503.17,10516.17,10396.46,10457.80,1742179968,10457.80
24-May-05,10522.68,10550.24,10433.78,10503.68,1680999936,10503.68
23-May-05,10472.80,10589.92,10438.36,10523.56,1681170048,10523.56
20-May-05,10492.75,10535.24,10400.60,10471.91,1631750016,10471.91
19-May-05,10464.45,10538.71,10394.39,10493.19,1775859968,10493.19
18-May-05,10323.19,10518.17,10323.19,10464.45,2266319872,10464.45
17-May-05,10247.49,10357.30,10175.81,10331.88,1887260032,10331.88
16-May-05,10139.61,10274.39,10118.32,10252.29,1856860032,10252.29
13-May-05,10188.23,10268.85,10062.76,10140.12,2188590080,10140.12
12-May-05,10299.74,10357.37,10155.86,10189.48,1995289984,10189.48
11-May-05,10272.91,10355.31,10172.86,10300.25,1834969984,10300.25
10-May-05,10382.94,10389.96,10230.35,10281.11,1889660032,10281.11
9-May-05,10345.40,10416.56,10288.95,10384.34,1857020032,10384.34
6-May-05,10339.71,10454.40,10300.70,10345.40,1707200000,10345.40
5-May-05,10384.49,10447.08,10276.75,10340.38,1997100032,10340.38
4-May-05,10255.25,10412.20,10239.95,10384.64,2306480128,10384.64
3-May-05,10251.04,10327.37,10169.39,10256.95,2167020032,10256.95
2-May-05,10192.00,10309.86,10149.06,10251.70,1980039936,10251.70
29-Apr-05,10073.47,10231.31,10021.23,10192.51,2362360064,10192.51
28-Apr-05,10194.58,10229.09,10036.74,10070.37,2182269952,10070.37
27-Apr-05,10150.32,10250.23,10048.27,10198.80,2151520000,10198.80
26-Apr-05,10240.99,10298.85,10108.79,10151.13,1959740032,10151.13
25-Apr-05,10158.52,10305.87,10148.25,10242.47,1795030016,10242.47
22-Apr-05,10216.68,10266.48,10055.29,10157.71,2045880064,10157.71
21-Apr-05,10010.51,10250.30,10010.51,10218.60,2308559872,10218.60
20-Apr-05,10131.18,10232.34,9978.74,10012.36,2217050112,10012.36
19-Apr-05,10071.55,10220.21,10021.08,10127.41,2142700032,10127.41
18-Apr-05,10088.54,10183.50,9961.52,10071.25,2180669952,10071.25
15-Apr-05,10276.61,10311.26,10059.36,10087.51,2689959936,10087.51
14-Apr-05,10403.71,10457.06,10248.23,10278.75,2355040000,10278.75
13-Apr-05,10507.45,10567.38,10355.16,10403.93,2049740032,10403.93
12-Apr-05,10448.63,10552.60,10331.21,10507.97,1979830016,10507.97
11-Apr-05,10462.08,10530.58,10393.36,10448.56,1525309952,10448.56
8-Apr-05,10546.32,10584.60,10445.31,10461.34,1661330048,10461.34
7-Apr-05,10485.88,10589.99,10434.30,10546.32,1900620032,10546.32
6-Apr-05,10453.45,10557.18,10434.22,10486.02,1797400064,10486.02
5-Apr-05,10421.14,10530.14,10372.59,10458.46,1870800000,10458.46
4-Apr-05,10401.71,10496.44,10307.64,10421.14,2079769984,10421.14
1-Apr-05,10504.57,10600.56,10349.02,10404.30,2168689920,10404.30
31-Mar-05,10541.59,10586.15,10448.19,10503.76,2214230016,10503.76
30-Mar-05,10405.77,10564.80,10395.21,10540.93,2097110016,10540.93
29-Mar-05,10486.10,10565.46,10351.76,10405.70,2223249920,10405.70
28-Mar-05,10444.13,10568.05,10412.79,10485.65,1746220032,10485.65
24-Mar-05,10457.06,10554.60,10415.16,10442.87,1721720064,10442.87
23-Mar-05,10470.58,10558.51,10384.34,10456.02,2246870016,10456.02
22-Mar-05,10565.39,10651.41,10446.78,10470.51,2114470016,10470.51
21-Mar-05,10629.90,10662.93,10503.46,10565.39,1819440000,10565.39
18-Mar-05,10627.83,10709.85,10520.60,10629.67,2344369920,10629.67
17-Mar-05,10633.30,10707.86,10561.10,10626.35,1581929984,10626.35
16-Mar-05,10741.63,10764.16,10569.30,10633.07,1653190016,10633.07
15-Mar-05,10804.29,10884.76,10716.87,10745.10,1513529984,10745.10
14-Mar-05,10773.92,10859.12,10709.26,10804.51,1437430016,10804.51
11-Mar-05,10845.30,10897.68,10728.62,10774.36,1449820032,10774.36
10-Mar-05,10806.28,10907.45,10757.36,10851.51,1604019968,10851.51
9-Mar-05,10912.32,10949.20,10768.66,10805.62,1704969984,10805.62
8-Mar-05,10935.60,10996.56,10863.40,10912.62,1523090048,10912.62
7-Mar-05,10940.55,11027.15,10886.09,10936.86,1488829952,10936.86
4-Mar-05,10834.51,10996.93,10834.51,10940.55,1636819968,10940.55
3-Mar-05,10812.27,10904.34,10744.14,10833.03,1616240000,10833.03
2-Mar-05,10825.68,10896.66,10736.16,10811.97,1568540032,10811.97
1-Mar-05,10794.98,10849.14,10769.04,10830.00,1708060032,10830.00
28-Feb-05,10842.05,10877.07,10709.41,10766.23,1795480064,10766.23
25-Feb-05,10748.42,10871.53,10698.32,10841.60,1523680000,10841.60
24-Feb-05,10672.24,10779.39,10612.24,10748.79,1518749952,10748.79
23-Feb-05,10609.28,10735.42,10583.64,10673.79,1501090048,10673.79
22-Feb-05,10783.38,10806.36,10596.79,10611.20,1744940032,10611.20
18-Feb-05,10755.15,10854.98,10682.29,10785.22,1551200000,10785.22
17-Feb-05,10835.03,10873.60,10729.95,10754.26,1580120064,10754.26
16-Feb-05,10832.03,10889.78,10746.21,10834.88,1490099968,10834.88
15-Feb-05,10791.06,10886.31,10745.10,10837.32,1527079936,10837.32
14-Feb-05,10795.72,10853.80,10722.63,10791.13,1290179968,10791.13
11-Feb-05,10742.92,10865.69,10680.15,10796.01,1562300032,10796.01
10-Feb-05,10665.00,10803.92,10633.67,10749.61,1491670016,10749.61
9-Feb-05,10717.76,10781.38,10621.84,10664.11,1511040000,10664.11
8-Feb-05,10712.51,10783.97,10647.85,10724.63,1416169984,10724.63
7-Feb-05,10715.76,10774.80,10650.59,10715.76,1347270016,10715.76
4-Feb-05,10593.17,10750.94,10553.93,10716.13,1648160000,10716.13
3-Feb-05,10592.21,10640.69,10511.96,10593.10,1554460032,10593.10
2-Feb-05,10551.05,10638.25,10501.02,10596.79,1561740032,10596.79
1-Feb-05,10489.72,10609.73,10464.38,10551.94,1681980032,10551.94
31-Jan-05,10428.76,10559.77,10414.49,10489.94,1679800064,10489.94
28-Jan-05,10470.58,10520.61,10331.58,10427.20,1641799936,10427.20
27-Jan-05,10498.14,10535.16,10379.47,10467.40,1600600064,10467.40
26-Jan-05,10463.19,10571.66,10433.56,10498.59,1635900032,10498.59
25-Jan-05,10369.42,10534.72,10369.42,10461.56,1610400000,10461.56
24-Jan-05,10393.58,10491.71,10317.10,10368.61,1494599936,10368.61
21-Jan-05,10471.98,10541.30,10370.97,10392.99,1643500032,10392.99
20-Jan-05,10538.90,10582.09,10414.72,10471.47,1692000000,10471.47
19-Jan-05,10626.05,10668.40,10519.20,10539.97,1498700032,10539.97
18-Jan-05,10554.23,10665.44,10456.61,10628.79,1596800000,10628.79
14-Jan-05,10506.71,10606.47,10475.01,10558.00,1335399936,10558.00
13-Jan-05,10617.41,10650.96,10463.26,10505.83,1510300032,10505.83
12-Jan-05,10561.32,10648.52,10481.37,10617.78,1562099968,10617.78
11-Jan-05,10619.77,10632.63,10504.72,10556.22,1488800000,10556.22
10-Jan-05,10603.44,10696.85,10544.99,10621.03,1490400000,10621.03
7-Jan-05,10624.80,10697.81,10545.80,10603.96,1477900032,10603.96
6-Jan-05,10593.19,10708.37,10555.48,10622.88,1569100032,10622.88
5-Jan-05,10629.53,10736.16,10561.03,10597.83,1738899968,10597.83
4-Jan-05,10727.81,10803.62,10587.48,10630.78,1720199936,10630.78
3-Jan-05,10783.75,10892.67,10694.18,10729.43,1505900032,10729.43
31-Dec-04,10800.30,10849.81,10759.94,10783.01,786899968,10783.01
30-Dec-04,10829.12,10880.03,10781.67,10800.30,829800000,10800.30
29-Dec-04,10853.72,10872.71,10771.26,10829.19,924899968,10829.19
28-Dec-04,10776.06,10890.82,10774.51,10854.54,984200000,10854.54
27-Dec-04,10828.01,10892.52,10755.67,10776.13,922000000,10776.13
23-Dec-04,10815.00,10895.10,10780.12,10827.12,956099968,10827.12
22-Dec-04,10752.34,10861.33,10709.78,10815.89,1390800000,10815.89
21-Dec-04,10661.89,10789.66,10646.60,10759.43,1483699968,10759.43
20-Dec-04,10652.14,10769.13,10622.20,10661.60,1422800000,10661.60
17-Dec-04,10704.83,10766.01,10562.76,10649.92,2335000064,10649.92
16-Dec-04,10691.71,10776.43,10612.31,10705.64,1793900032,10705.64
15-Dec-04,10675.71,10749.53,10601.74,10691.45,1695800064,10691.45
14-Dec-04,10640.53,10715.76,10571.67,10676.45,1544400000,10676.45
13-Dec-04,10543.44,10678.52,10520.61,10638.32,1436099968,10638.32
10-Dec-04,10552.16,10616.23,10469.62,10543.22,1443699968,10543.22
9-Dec-04,10492.45,10579.94,10389.81,10552.82,1624700032,10552.82
8-Dec-04,10438.77,10550.16,10395.05,10494.23,1525200000,10494.23
7-Dec-04,10546.80,10612.90,10423.21,10440.58,1533900032,10440.58
6-Dec-04,10591.32,10614.82,10490.31,10547.06,1354400000,10547.06
3-Dec-04,10597.90,10670.47,10515.73,10592.21,1566700032,10592.21
2-Dec-04,10590.44,10670.02,10485.21,10585.12,1774899968,10585.12
1-Dec-04,10425.80,10618.59,10421.66,10590.22,1772800000,10590.22
30-Nov-04,10475.27,10530.80,10380.58,10428.02,1553500032,10428.02
29-Nov-04,10520.64,10590.73,10390.92,10475.90,1378499968,10475.90
26-Nov-04,10518.69,10574.70,10479.52,10522.23,504580000,10522.23
24-Nov-04,10493.86,10565.76,10451.66,10520.31,1149600000,10520.31
23-Nov-04,10486.69,10547.28,10407.18,10492.60,1428300032,10492.60
22-Nov-04,10455.73,10535.46,10380.95,10489.42,1392700032,10489.42
19-Nov-04,10571.63,10588.29,10419.89,10456.91,1526599936,10456.91
